Name,Hash,Id,Tag,Tier,Type,Source,Equippable,Power,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,DTR Rating,# of Reviews,Mobility,Recovery,Resilience,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11
Vigil of Heroes,3569624585,"""6917529096083064470""",,Legendary,Chest Armor,strikes,Warlock,750,Arc Damage Resistance,4,Vault,false,false,2,4,,N/A,N/A,0,1,3,,Heavy Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Ordnance Mod*,Tier 4 Armor*,Vanguard Veteran*,Unflinching Grenade Launcher Aim*,Unflinching Pulse Rifle Aim,Scout Rifle Reserves*,Sidearm Reserves,,
Tangled Web Greaves,1618341271,"""6917529080282140103""",,Legendary,Leg Armor,,Titan,576,Solar Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,2,1,0,,Restorative Titan Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 2 Armor*,Perpetuation*,Rifle Dexterity,Sidearm Scavenger*,Special Ammo Finder,,,,
Tangled Web Robes,1034149520,"""6917529097199965856""",,Legendary,Chest Armor,,Warlock,727,Arc Damage Resistance,4,Vault,false,false,2,4,,N/A,N/A,1,1,2,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 4 Armor*,Unflinching Grenade Launcher Aim*,Unflinching Linear Fusion Aim,Auto Rifle Reserves*,Sidearm Reserves,,,,
Wildwood Cloak,3366557883,"""6917529061962699331""",,Legendary,Hunter Cloak,edz,Hunter,380,,,Vault,false,false,1,1,,N/A,N/A,0,0,0,,Acceleration Mod*,Masterwork Upgrade*,,,,,,,,,,
Tangled Web Plate,2562470699,"""6917529075619702207""",,Legendary,Chest Armor,,Titan,505,Arc Damage Resistance,1,Vault,false,false,2,4,,5,1,1,1,2,,Restorative Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Unflinching Sniper Aim*,Unflinching Light Arms Aim,Primary Ammo Finder*,Special Ammo Finder,,,,
Shadow's Cloak,3984534842,"""6917529047888132996""",,Legendary,Hunter Cloak,calus,Hunter,380,,,Vault,true,false,1,1,,N/A,N/A,0,0,0,,Arc Ordnance Mod*,Emperor's Shock,Emperor's Blaze,Emperor's Balance,Midnight Talons*,,,,,,,
Atonement Tau,1872887954,"""6917529097371363264""",,Rare,Helmet,,Warlock,380,,,Vault,false,false,1,1,,1,2,0,2,0,,Restorative Warlock Armor*,,,,,,,,,,,
Simulator Vest,1355893732,"""6917529050265709241""",,Legendary,Chest Armor,fwc,Hunter,380,,,Vault,true,false,1,1,,N/A,N/A,1,2,1,,Survivalist Hunter Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Void Paragon Mod*,War Simulator Ornament*,Cerulean Divide*,Masterwork Armor*,,,,,
Equitis Shade Cloak,4247935492,"""6917529060341010136""",,Legendary,Hunter Cloak,calus,Hunter,380,,,Vault,true,false,1,3,,N/A,N/A,0,0,0,,Emperor's Shock*,Emperor's Blaze,Emperor's Balance,Praetorian Ornament,Calus's Treasured*,Masterwork Upgrade*,,,,,,
Star-Crossed Helm,2613761000,"""6917529086272000005""",,Legendary,Helmet,eververse,Titan,10,Void Damage Resistance,1,Vault,true,false,2,5,,N/A,N/A,1,1,1,,Tier 1 Armor*,Restorative Titan Armor*,Mobility Enhancement Mod*,Restorative Mod,Auto Rifle Targeting*,Light Reactor,Linear Fusion Rifle Reserves*,Machine Gun Reserves,,,,
Dragonfly Regalia Mandible,3516622758,"""6917529078041137512""",,Legendary,Helmet,eververse,Warlock,600,Solar Damage Resistance,3,Vault,true,false,2,4,,N/A,N/A,0,3,0,,Tier 3 Armor*,Restorative Warlock Armor*,Mobility Enhancement Mod,Restorative Mod*,Super Mod*,Monochromatic*,Shotgun Targeting*,Energy Weapon Targeting,Grenade Launcher Reserves,Heavy Ammo Finder*,,
Lustrous Chromite Mark,1727527805,"""6917529080282132065""",,Legendary,Titan Mark,eververse,Titan,10,Solar Damage Resistance,1,Vault,false,false,2,4,Festival of the Lost,N/A,N/A,0,0,0,,Tier 1 Armor*,Invigoration*,Better Already,Fusion Rifle Reserves*,Sniper Rifle Scavenger,,,,,,,
Tangled Web Robes,1034149520,"""6917529072901102827""",,Legendary,Chest Armor,,Warlock,500,Solar Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,1,2,1,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Ordnance Mod*,Tier 2 Armor*,Unflinching Linear Fusion Aim*,Unflinching Power Aim,Scout Rifle Reserves*,Special Ammo Finder,,,
Robes of Optimacy,2859359742,"""6917529094241079475""",,Legendary,Chest Armor,eververse,Warlock,10,Void Damage Resistance,2,Vault,false,false,2,7,,4.6,5,2,1,1,,Mobile Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 2 Armor*,Unflinching Scout Rifle Aim*,Unflinching Rifle Aim,Scout Rifle Reserves*,Sidearm Reserves,Empty Activity Mod Socket*,,,
Wing Discipline,2555965565,"""6917529085673631678""",,Legendary,Leg Armor,crucible,Titan,636,Void Damage Resistance,3,Vault,false,false,2,4,,N/A,N/A,1,0,2,,Mobile Titan Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 3 Armor*,Crucible Legacy*,Pulse Rifle Dexterity,Perpetuation*,Scout Rifle Scavenger,Special Ammo Finder*,,,
Tangled Web Boots,537272242,"""6917529073948472548""",,Legendary,Leg Armor,,Warlock,526,Void Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,0,2,1,,Restorative Warlock Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 2 Armor*,Dynamo*,Oversize Weapon Dexterity,Primary Ammo Finder,Special Ammo Finder*,,,,
Star-Crossed Fists,1961095289,"""6917529084131361232""",,Legendary,Gauntlets,eververse,Titan,10,Solar Damage Resistance,1,Vault,false,false,2,5,,N/A,N/A,0,1,2,,Tier 1 Armor*,Restorative Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Scout Rifle Loader*,Momentum Transfer,Rocket Launcher Scavenger*,Sword Scavenger,,,,
Prodigal Robes,1553407343,"""6917529096407741225""",,Legendary,Chest Armor,,Warlock,720,Void Damage Resistance,2,Vault,false,false,2,4,,5,1,1,1,2,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 2 Armor*,Unflinching Linear Fusion Aim*,Unflinching Rifle Aim,Hand Cannon Reserves*,Primary Ammo Finder,,,,
Dragonfly Regalia Bond,606085916,"""6917529072935676149""",,Legendary,Warlock Bond,eververse,Warlock,600,Solar Damage Resistance,3,Vault,true,false,2,4,,N/A,N/A,0,0,0,,Tier 3 Armor*,Monochromatic*,Invigoration,Recuperation*,Hand Cannon Reserves,Shotgun Reserves*,,,,,,
Dragonfly Regalia Boots,44150041,"""6917529075105250901""",,Legendary,Leg Armor,eververse,Warlock,600,Arc Damage Resistance,4,Vault,true,false,2,4,,N/A,N/A,0,2,1,,Tier 4 Armor*,Restorative Warlock Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Super Mod*,Monochromatic*,Bomber*,Outreach,Pulse Rifle Scavenger,Scout Rifle Scavenger*,,
Atonement Tau,3524846593,"""6917529096480951812""",,Rare,Helmet,,Warlock,730,,,Vault,false,false,2,4,,N/A,N/A,0,2,0,,Restorative Warlock Armor*,Metallic Sunrise*,Power Weapon Targeting*,,,,,,,,,
Atonement Tau,3391214896,"""6917529096480950100""",,Rare,Chest Armor,,Warlock,731,,,Vault,false,false,2,4,,N/A,N/A,0,2,1,,Restorative Warlock Armor*,Metallic Sunrise*,Unflinching Auto Rifle Aim*,,,,,,,,,
Legs of Optimacy,1094905316,"""6917529096404276342""",,Legendary,Leg Armor,eververse,Warlock,10,Arc Damage Resistance,4,Vault,false,false,2,7,,N/A,N/A,1,1,1,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 4 Armor*,Perpetuation*,Traction,Auto Rifle Scavenger*,Special Ammo Finder,Empty Activity Mod Socket*,,,
Chiron's Cure,3725709067,"""6917529096489630696""",,Rare,Leg Armor,,Warlock,723,,,Vault,false,false,2,4,,N/A,N/A,0,2,0,,Restorative Warlock Armor*,Metallic Sunrise*,Fusion Rifle Dexterity*,,,,,,,,,
Eimin-Tin Ritual Mask,3858472841,"""6917529096083068308""",,Legendary,Helmet,tangled,Warlock,729,Solar Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,1,2,0,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Super Mod*,Tier 2 Armor*,Scatter Projectile Targeting*,Special Ammo Finder*,,,,,
Ursa Furiosa,1484674161,"""6917529075677347059""",,Exotic,Gauntlets,,Titan,527,,,Vault,false,false,2,4,,1,10,0,0,3,,Ursine Guard*,Plasteel Reinforcement Mod*,Restorative Mod,Impact Induction*,Momentum Transfer,Energy Weapon Loader,Linear Fusion Rifle Scavenger*,Heavy Ammo Finder,,,,
Chiron's Cure,484126150,"""6917529097362198931""",,Rare,Gauntlets,,Warlock,380,,,Vault,false,false,1,1,,N/A,N/A,0,2,0,,Restorative Warlock Armor*,,,,,,,,,,,
Young Ahamkara's Spine,4284305242,"""6917529080875176229""",,Exotic,Gauntlets,,Hunter,580,,,Vault,false,false,1,1,,5,2,0,1,2,,Dawning Hope*,Wish-Dragon Teeth*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Augmented Wish,Momentum Transfer*,Special Ammo Finder*,,,,,
Scatterhorn Hood,2411325265,"""6917529096083064018""",,Legendary,Helmet,tangled,Warlock,750,Solar Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,0,1,2,,Heavy Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 2 Armor*,Tangled Rust*,Linear Fusion Rifle Targeting*,Submachine Gun Targeting,Rocket Launcher Reserves*,Machine Gun Reserves,,,
Scatterhorn Mark,1347463276,"""6917529085387819672""",,Legendary,Titan Mark,tangled,Titan,629,Solar Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,0,0,0,,Tier 1 Armor*,Tangled Rust*,Invigoration,Recuperation*,Fusion Rifle Reserves,Linear Fusion Rifle Scavenger*,,,,,,
Tangled Web Hood,1664085089,"""6917529096337442878""",,Legendary,Helmet,,Warlock,720,Void Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,1,1,1,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 2 Armor*,Pump Action*,Power Weapon Targeting,Grenade Launcher Reserves*,Special Ammo Finder,,,,
Karnstein Armlets,1862800746,"""6917529096266467274""",,Exotic,Gauntlets,,Warlock,732,,,Vault,false,false,1,1,,N/A,N/A,1,1,1,,Vampire's Caress*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Gothic Horror,Auto Rifle Loader*,Grenade Launcher Loader,Rocket Launcher Loader,Grenade Launcher Scavenger*,Heavy Ammo Finder,,,
Prodigal Gloves,2475888361,"""6917529095292404831""",,Legendary,Gauntlets,,Warlock,750,Solar Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,1,1,1,,Mobile Warlock Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 1 Armor*,Pulse Rifle Loader*,Impact Induction,Linear Fusion Rifle Scavenger*,Special Ammo Finder,,,,
Prodigal Gloves,2475888361,"""6917529096337449035""",,Legendary,Gauntlets,,Warlock,750,Void Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,1,1,1,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Grenade Launcher Loader*,Impact Induction,Grenade Launcher Scavenger*,Machine Gun Scavenger,,,,
Prodigal Greaves,3360070350,"""6917529084128268580""",,Legendary,Leg Armor,,Titan,572,Void Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,2,1,0,,Restorative Titan Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 2 Armor*,Dynamo*,Rifle Dexterity,Arrow Scavenger*,Primary Ammo Finder,,,,
Ancient Apocalypse Mark,3339632627,"""6917529086155121416""",,Legendary,Titan Mark,gambit,Titan,640,Solar Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,0,0,0,,Tier 2 Armor*,Gambit Leather*,Recuperation*,Better Already,Auto Rifle Reserves,Linear Fusion Rifle Scavenger*,,,,,,
Prodigal Gloves,2475888361,"""6917529095781219388""",,Legendary,Gauntlets,,Warlock,730,Void Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,2,1,0,,Mobile Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Auto Rifle Loader*,Rocket Launcher Loader,Rocket Launcher Scavenger*,Sword Scavenger,,,,
Ancient Apocalypse Grips,2130645994,"""6917529081182368210""",,Legendary,Gauntlets,gambit,Hunter,600,Arc Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,3,0,0,,Mobile Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Gambit Leather*,Submachine Gun Loader*,Impact Induction,Fusion Rifle Scavenger*,Heavy Ammo Finder,,,
Tangled Web Gloves,2502004600,"""6917529096398080835""",,Legendary,Gauntlets,,Warlock,722,Void Damage Resistance,3,Vault,false,false,2,4,,N/A,N/A,1,1,1,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 3 Armor*,Rocket Launcher Loader*,Submachine Gun Loader,Shotgun Scavenger*,Special Ammo Finder,,,,
Vigil of Heroes,2442309039,"""6917529096275488966""",,Legendary,Gauntlets,strikes,Warlock,750,Void Damage Resistance,3,Vault,false,false,2,4,,N/A,N/A,1,2,0,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 3 Armor*,Vanguard Veteran*,Fastball*,Light Arms Loader,Sword Scavenger*,Special Ammo Finder,,,
Reverie Dawn Grasps,1705856569,"""6917529076098073588""",,Legendary,Gauntlets,dreaming,Hunter,600,Arc Damage Resistance,1,Vault,false,false,2,4,,5,2,1,1,1,,Survivalist Hunter Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Riven's Curse*,Tier 1 Armor*,Mars Sunset*,Rocket Launcher Loader,Momentum Transfer,Power Weapon Loader*,Fusion Rifle Scavenger*,Rocket Launcher Scavenger,
Vigil of Heroes,2442309039,"""6917529095597619521""",,Legendary,Gauntlets,strikes,Warlock,750,Void Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,1,1,1,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Vanguard Veteran*,Linear Fusion Rifle Loader*,Impact Induction,Linear Fusion Rifle Scavenger*,Machine Gun Scavenger,,,
Phoenix Protocol,3488362707,"""6917529095369171565""",,Exotic,Chest Armor,,Warlock,733,,,Vault,false,false,2,4,,5,20,3,1,0,,Battle-Hearth*,Mobility Enhancement Mod*,Restorative Mod,Unflinching Pulse Rifle Aim*,Unflinching Shotgun Aim,Unflinching Rifle Aim,Pulse Rifle Reserves*,Sidearm Reserves,,,,
Prodigal Helm,2753581141,"""6917529084181261310""",,Legendary,Helmet,,Titan,602,Void Damage Resistance,1,Vault,false,false,2,4,,5,2,1,1,1,,Restorative Titan Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 1 Armor*,Heavy Lifting*,Hands-On,Linear Fusion Rifle Reserves*,Sniper Rifle Reserves,,,,
Scatterhorn Helm,1862088022,"""6917529065760728052""",,Legendary,Helmet,tangled,Titan,386,Heroic Resistance,1,Vault,false,false,2,4,,N/A,N/A,0,0,3,,Heavy Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Tangled Rust*,Fusion Rifle Targeting*,Sidearm Targeting,Grenade Launcher Reserves*,Special Ammo Finder,,,
Tangled Web Robes,1034149520,"""6917529095808588575""",,Legendary,Chest Armor,,Warlock,731,Void Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,1,2,1,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 2 Armor*,Unflinching Light Arms Aim*,Unflinching Rifle Aim,Auto Rifle Reserves*,Pulse Rifle Reserves,,,,
Tangled Web Robes,1034149520,"""6917529096083070250""",,Legendary,Chest Armor,,Warlock,730,Solar Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,1,1,2,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 1 Armor*,Unflinching Pulse Rifle Aim*,Unflinching Kinetic Aim,Pulse Rifle Reserves*,Special Ammo Finder,,,,
Tangled Web Robes,1034149520,"""6917529096471410224""",,Legendary,Chest Armor,,Warlock,750,Arc Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,1,2,1,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 2 Armor*,Unflinching Kinetic Aim*,Unflinching Rifle Aim,Bow Reserves*,Hand Cannon Reserves,,,,
Vigil of Heroes,3569624585,"""6917529096398079848""",,Legendary,Chest Armor,strikes,Warlock,750,Solar Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,0,1,3,,Heavy Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 2 Armor*,Vanguard Veteran*,Unflinching Grenade Launcher Aim*,Unflinching Shotgun Aim,Pulse Rifle Reserves*,Special Ammo Finder,,,
Ancient Apocalypse Bond,2088829612,"""6917529096275489115""",,Legendary,Warlock Bond,gambit,Warlock,750,Solar Damage Resistance,2,Vault,false,false,2,4,,5,1,0,0,0,,Tier 2 Armor*,Gambit Leather*,Innervation*,Better Already,Shotgun Reserves*,Heavy Ammo Finder,,,,,,
Bond of Optimacy,2188986759,"""6917529096200606207""",,Legendary,Warlock Bond,eververse,Warlock,10,Arc Damage Resistance,1,Vault,false,false,2,7,,N/A,N/A,0,0,0,,Tier 1 Armor*,Invigoration*,Recuperation,Auto Rifle Reserves*,Pulse Rifle Reserves,Empty Activity Mod Socket*,,,,,,
Scatterhorn Bond,177829853,"""6917529096410584998""",,Legendary,Warlock Bond,tangled,Warlock,750,Void Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,0,0,0,,Tier 1 Armor*,Tangled Rust*,Innervation*,Invigoration,Auto Rifle Scavenger*,Hand Cannon Scavenger,,,,,,
Prodigal Bond,2800566014,"""6917529095808589361""",,Legendary,Warlock Bond,,Warlock,726,Void Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,0,0,0,,Tier 1 Armor*,Innervation*,Recuperation,Submachine Gun Reserves*,Arrow Scavenger,,,,,,,
Prodigal Strides,3397835010,"""6917529076086269288""",,Legendary,Leg Armor,,Hunter,509,Void Damage Resistance,3,Vault,false,false,2,4,,N/A,N/A,0,2,1,,Survivalist Hunter Armor*,Mobility Enhancement Mod,Restorative Mod*,Tier 3 Armor*,Sidearm Dexterity,Rifle Dexterity*,Hand Cannon Scavenger*,Scout Rifle Scavenger,,,,
Vigil of Heroes,1490307366,"""6917529084125415678""",,Legendary,Gauntlets,strikes,Titan,607,Solar Damage Resistance,3,Vault,false,false,2,4,,N/A,N/A,2,0,1,,Mobile Titan Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 3 Armor*,Vanguard Veteran*,Fusion Rifle Loader*,Momentum Transfer,Rocket Launcher Scavenger*,Heavy Ammo Finder,,,
Prodigal Cloak,1693706589,"""6917529076074988381""",,Legendary,Hunter Cloak,,Hunter,507,Void Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,0,0,0,,Tier 2 Armor*,Recuperation,Better Already*,Auto Rifle Reserves*,Arrow Scavenger,,,,,,,
Prodigal Bond,2800566014,"""6917529079435941298""",,Legendary,Warlock Bond,,Warlock,549,Solar Damage Resistance,3,Vault,false,false,2,4,,N/A,N/A,0,0,0,,Tier 3 Armor*,Insulation*,Recuperation,Rocket Launcher Reserves*,Sniper Rifle Reserves,,,,,,,
Vigil of Heroes,3213912958,"""6917529072938624437""",,Legendary,Helmet,strikes,Warlock,521,Solar Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,0,2,1,,Restorative Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 2 Armor*,Vanguard Veteran*,Hand Cannon Targeting*,Heavy Lifting,Shotgun Reserves*,Sniper Rifle Reserves,,,
Prodigal Steps,2767830203,"""6917529096391947383""",,Legendary,Leg Armor,,Warlock,750,Void Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,1,1,1,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Sidearm Dexterity*,Submachine Gun Dexterity,Hand Cannon Scavenger*,Special Ammo Finder,,,,
Tangled Web Hood,1664085089,"""6917529080163379067""",,Legendary,Helmet,,Warlock,575,Solar Damage Resistance,2,Vault,false,false,2,4,,5,1,1,2,0,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 2 Armor*,Sniper Rifle Targeting*,Heavy Lifting,Linear Fusion Rifle Reserves*,Shotgun Reserves,,,,
Prodigal Steps,2767830203,"""6917529096334431011""",,Legendary,Leg Armor,,Warlock,750,Solar Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,2,2,0,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 2 Armor*,Traction*,Outreach,Auto Rifle Scavenger*,Special Ammo Finder,,,,
Scatterhorn Boots,1704861826,"""6917529095595561786""",,Legendary,Leg Armor,tangled,Warlock,750,Void Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,2,1,0,,Mobile Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Tangled Rust*,Linear Fusion Dexterity*,Dynamo,Auto Rifle Scavenger*,Hand Cannon Scavenger,,,
Farseeker's March,622291842,"""6917529097060131963""",,Rare,Leg Armor,,Warlock,726,,,Vault,false,false,2,4,,N/A,N/A,0,2,0,,Restorative Warlock Armor*,Metallic Sunrise*,Scout Rifle Dexterity*,,,,,,,,,
Prodigal Hood,2012084760,"""6917529096919599164""",,Legendary,Helmet,,Warlock,720,Arc Damage Resistance,3,Vault,false,false,2,4,,5,1,1,1,1,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 3 Armor*,Hand Cannon Targeting*,Remote Connection,Rocket Launcher Reserves*,Sword Reserves,,,,
Atonement Tau,3524846593,"""6917529096987903176""",,Rare,Helmet,,Warlock,725,,,Vault,false,false,2,4,,N/A,N/A,0,2,0,,Restorative Warlock Armor*,Metallic Sunrise*,Precision Weapon Targeting*,,,,,,,,,
Wing Theorem,997903134,"""6917529079679349681""",,Legendary,Chest Armor,crucible,Warlock,585,Solar Damage Resistance,3,Vault,false,false,2,4,,N/A,N/A,2,2,0,,Mobile Warlock Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Tier 3 Armor*,Crucible Legacy*,Unflinching Linear Fusion Aim*,Unflinching Sidearm Aim,Auto Rifle Reserves*,Sidearm Reserves,,,
Prophet Snow,2151724216,"""6917529096980482617""",,Rare,Helmet,,Warlock,727,,,Vault,false,false,2,4,,N/A,N/A,0,2,0,,Restorative Warlock Armor*,Metallic Sunrise*,Submachine Gun Targeting*,,,,,,,,,
Atonement Tau,3524846593,"""6917529097069353735""",,Rare,Helmet,,Warlock,725,,,Vault,false,false,2,4,,N/A,N/A,0,2,0,,Restorative Warlock Armor*,Metallic Sunrise*,Remote Connection*,,,,,,,,,
Liminal Voyager Gloves,4050120691,"""6917529079438956430""",,Legendary,Gauntlets,eververse,Warlock,10,Arc Damage Resistance,1,Vault,false,false,2,4,Festival of the Lost,N/A,N/A,1,2,0,,Tier 1 Armor*,Restorative Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Impact Induction*,Energy Weapon Loader,Linear Fusion Rifle Scavenger*,Special Ammo Finder,,,,
Ancient Apocalypse Robes,4188366993,"""6917529077170768546""",,Legendary,Chest Armor,gambit,Warlock,546,Void Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,0,2,2,,Restorative Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 2 Armor*,Gambit Leather*,Unflinching Submachine Gun Aim*,Unflinching Kinetic Aim,Hand Cannon Reserves*,Primary Ammo Finder,,,
Atonement Tau,2822491218,"""6917529097066996420""",,Rare,Leg Armor,,Warlock,724,,,Vault,false,false,2,4,,N/A,N/A,0,2,0,,Restorative Warlock Armor*,Metallic Sunrise*,Bomber*,,,,,,,,,
Scatterhorn Boots,1704861826,"""6917529079891866004""",,Legendary,Leg Armor,tangled,Warlock,591,Arc Damage Resistance,3,Vault,false,false,2,4,,N/A,N/A,0,2,1,,Restorative Warlock Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 3 Armor*,Tangled Rust*,Pulse Rifle Dexterity,Dynamo*,Auto Rifle Scavenger*,Sidearm Scavenger,,,
Farseeker's Casque,1328755281,"""6917529097066998401""",,Rare,Helmet,,Warlock,724,,,Vault,false,false,2,4,,N/A,N/A,0,2,0,,Restorative Warlock Armor*,Metallic Sunset*,Heavy Lifting*,,,,,,,,,
Vigil of Heroes,2592351697,"""6917529079544011278""",,Legendary,Leg Armor,strikes,Warlock,578,Arc Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,0,2,1,,Restorative Warlock Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 2 Armor*,Vanguard Veteran*,Grenade Launcher Dexterity,Dynamo*,Auto Rifle Scavenger*,Sidearm Scavenger,,,
Wing Theorem,4264096388,"""6917529078741360282""",,Legendary,Leg Armor,crucible,Warlock,561,Solar Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,1,1,1,,Mobile Warlock Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 2 Armor*,Praetorian Visage*,Perpetuation*,Kinetic Dexterity,Submachine Gun Scavenger,Special Ammo Finder*,,,
Tangled Web Bond,4256272077,"""6917529079897990280""",,Legendary,Warlock Bond,,Warlock,593,Void Damage Resistance,1,Vault,false,false,2,4,,5,1,0,0,0,,Tier 1 Armor*,Recuperation,Better Already*,Linear Fusion Rifle Reserves*,Submachine Gun Reserves,,,,,,,
Hallowfire Heart,458095282,"""6917529080285220847""",,Exotic,Chest Armor,,Titan,621,,,Vault,false,false,1,1,,4.6,9,2,1,1,,Monochromatic*,Sunfire Furnace*,Plasteel Reinforcement Mod,Restorative Mod*,Vulcan's Heart,Unflinching Auto Rifle Aim,Unflinching Fusion Rifle Aim*,Enhanced Unflinching Bow Aim,Bow Reserves,Special Ammo Finder*,,
Ancient Apocalypse Helm,3031848199,"""6917529084964611038""",,Legendary,Helmet,gambit,Titan,621,Arc Damage Resistance,2,Vault,false,false,2,4,,5,1,1,0,2,,Mobile Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 2 Armor*,Gambit Leather*,Scout Rifle Targeting*,Hands-On,Sword Reserves*,Special Ammo Finder,,,
Liminal Voyager Bond,3037536592,"""6917529080169066563""",,Legendary,Warlock Bond,eververse,Warlock,10,Void Damage Resistance,2,Vault,false,false,2,4,Festival of the Lost,N/A,N/A,0,0,0,,Tier 2 Armor*,Insulation*,Recuperation,Shotgun Reserves*,Submachine Gun Scavenger,,,,,,,
